id,city,name,country,lastUpdated,firstUpdated,coordinates.latitude,coordinates.longitude,parameterIds,has_pm25,has_pm10,has_so2,has_no,has_o3,sensorCount,metroArea
2162136.0,Bruxelles,BETVBX2 - Brussel (Rue des Tanneurs),BE,2024-09-10T22:00:00+00:00,2024-03-18T07:00:00+00:00,50.8402835105595,4.346831357669475,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162117.0,BRUSSEL,41B008 - Brussel (Beliardstraat),BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.8408694931804,4.375850934357974,"[5, 4]",0.0,0.0,0.0,0.0,0.0,0.0,Brussels
4907.0,GRIMBERGEN,47E008 - Grimbergen,BE,2024-09-10T22:00:00+00:00,2016-11-17T23:00:00+00:00,50.926095116927755,4.395920013762486,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162122.0,BRUXELLES            ,41REG1 - BRUXELLES            ,BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.84356660426935,4.367005785202302,"[5, 2, 1]",1.0,1.0,0.0,0.0,0.0,2.0,Brussels
2162128.0,Brussel=Bruxelles,41MEU1 - MEUDON,BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.895001011824206,4.395716786997443,"[5, 1, 3, 2]",1.0,1.0,0.0,0.0,1.0,3.0,Brussels
2162124.0,BRUXELLES,41BUL1 - BRUXELLES,BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.837909260284384,4.341821001477353,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162138.0,Sint-Agatha-Berchem=Berchem-Sainte-Agathe,41B011 - BERCHEM S.A,BE,2024-09-10T22:00:00+00:00,2024-03-18T07:00:00+00:00,50.857806107627674,4.288706017229174,"[5, 3, 2, 1]",1.0,1.0,0.0,0.0,1.0,3.0,Brussels
2162132.0,Bruxelles,BETVBX1 - Brussel (Rue de Grand Ile),BE,2024-09-10T22:00:00+00:00,2024-03-18T07:00:00+00:00,50.84608161517841,4.346090383205684,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162140.0,Brussel=Bruxelles,41N043 - HAREN,BE,2024-09-10T22:00:00+00:00,2024-03-23T16:00:00+00:00,50.883694651605055,4.382977504865498,"[5, 2, 3, 6, 1]",1.0,1.0,1.0,0.0,1.0,4.0,Brussels
2162121.0,BRUSSEL,41B001 - BRUSSEL (Kunst-Wet),BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.84577803036097,4.368113262420545,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162141.0,Brussel=Bruxelles,41MEU1 - MEUDON,BE,2024-09-10T22:00:00+00:00,2024-03-18T07:00:00+00:00,50.895001011824206,4.395716786997443,"[5, 3, 1, 2]",1.0,1.0,0.0,0.0,1.0,3.0,Brussels
2515835.0,Bruxelles,BETVBX3 - Brussel (Rue de Laeken),BE,2024-09-10T22:00:00+00:00,2024-03-23T16:00:00+00:00,50.85501819975802,4.3524486336338555,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162123.0,Bruxelles,BETVBX2 - Brussel (Rue des Tanneurs),BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.8402835105595,4.346831357669475,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162116.0,Elsene=Ixelles,41R002 - IXELLES,BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.82512789609321,4.384562720524881,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
2162119.0,Bruxelles,BETVBX1 - Brussel (Rue de Grand Ile),BE,2024-09-10T22:00:00+00:00,2024-01-28T23:00:00+00:00,50.84608161517841,4.346090383205684,[5],0.0,0.0,0.0,0.0,0.0,0.0,Brussels
